"","subject","race","outcome"
"932",932,"Black","Accepted"
"933",933,"Black","Accepted"
"934",934,"Black","Accepted"
"935",935,"Black","Accepted"
"936",936,"Black","Accepted"
"937",937,"Black","Accepted"
"938",938,"Black","Accepted"
"939",939,"Black","Accepted"
"940",940,"Black","Accepted"
"941",941,"Black","Accepted"
"942",942,"Black","Accepted"
"943",943,"Black","Accepted"
"944",944,"Black","Accepted"
"945",945,"Black","Accepted"
"946",946,"Black","Accepted"
"947",947,"Black","Accepted"
"948",948,"Black","Accepted"
"949",949,"Black","Accepted"
"950",950,"Black","Accepted"
"951",951,"Black","Accepted"
"952",952,"Black","Accepted"
"953",953,"Black","Accepted"
"954",954,"Black","Accepted"
"955",955,"Black","Accepted"
"956",956,"Black","Accepted"
"957",957,"Black","Accepted"
"958",958,"Black","Accepted"
"959",959,"Black","Accepted"
"960",960,"Black","Accepted"
"961",961,"Black","Accepted"
"962",962,"Black","Accepted"
"963",963,"Black","Accepted"
"964",964,"Black","Accepted"
"965",965,"Black","Accepted"
"966",966,"Black","Accepted"
"967",967,"Black","Accepted"
"968",968,"Black","Accepted"
"969",969,"Black","Accepted"
"970",970,"Black","Accepted"
"971",971,"Black","Accepted"
"972",972,"Black","Accepted"
"973",973,"Black","Accepted"
"974",974,"Black","Accepted"
"975",975,"Black","Accepted"
"976",976,"Black","Accepted"
"977",977,"Black","Accepted"
"978",978,"Black","Accepted"
"979",979,"Black","Accepted"
"980",980,"Black","Accepted"
"981",981,"Black","Accepted"
"982",982,"Black","Accepted"
"983",983,"Black","Accepted"
"984",984,"Black","Accepted"
"985",985,"Black","Accepted"
"986",986,"Black","Accepted"
"987",987,"Black","Accepted"
"988",988,"Black","Accepted"
"989",989,"Black","Accepted"
"990",990,"Black","Accepted"
"991",991,"Black","Accepted"
"992",992,"Black","Accepted"
"993",993,"Black","Accepted"
"994",994,"Black","Accepted"
"995",995,"Black","Accepted"
"996",996,"Black","Accepted"
"997",997,"Black","Accepted"
"998",998,"Black","Accepted"
"999",999,"Black","Accepted"
"1000",1000,"Black","Accepted"
"1001",1001,"Black","Accepted"
"1002",1002,"Black","Accepted"
"1003",1003,"Black","Accepted"
"1004",1004,"Black","Accepted"
"1005",1005,"Black","Accepted"
"1006",1006,"Black","Accepted"
"1007",1007,"Black","Accepted"
"1008",1008,"Black","Accepted"
"1009",1009,"Black","Accepted"
"1010",1010,"Black","Accepted"
"1011",1011,"Black","Accepted"
"1012",1012,"Black","Accepted"
"1013",1013,"Black","Accepted"
"1014",1014,"Black","Accepted"
"1015",1015,"Black","Accepted"
"1016",1016,"Black","Accepted"
"1017",1017,"Black","Accepted"
"1018",1018,"Black","Accepted"
"1019",1019,"Black","Accepted"
"1020",1020,"Black","Accepted"
"1021",1021,"Black","Accepted"
"1022",1022,"Black","Accepted"
"1023",1023,"Black","Accepted"
"1024",1024,"Black","Accepted"
"1025",1025,"Black","Accepted"
"1026",1026,"Black","Accepted"
"1027",1027,"Black","Accepted"
"1028",1028,"Black","Accepted"
"1029",1029,"Black","Accepted"
"1030",1030,"Black","Accepted"
"1031",1031,"Black","Accepted"
"1032",1032,"Black","Accepted"
"1033",1033,"Black","Accepted"
"1034",1034,"Black","Accepted"
"1035",1035,"Black","Accepted"
"1036",1036,"Black","Accepted"
"1037",1037,"Black","Accepted"
"1038",1038,"Black","Accepted"
"1039",1039,"Black","Accepted"
"1040",1040,"Black","Accepted"
"1041",1041,"Black","Accepted"
"1042",1042,"Black","Accepted"
"1043",1043,"Black","Accepted"
"1044",1044,"Black","Accepted"
"1045",1045,"Black","Accepted"
"1046",1046,"Black","Accepted"
"1047",1047,"Black","Accepted"
"1048",1048,"Black","Accepted"
"1049",1049,"Black","Accepted"
"1050",1050,"Black","Accepted"
"1051",1051,"Black","Accepted"
"1052",1052,"Black","Accepted"
"1053",1053,"Black","Accepted"
"1054",1054,"Black","Accepted"
"1055",1055,"Black","Accepted"
"1056",1056,"Black","Accepted"
"1057",1057,"Black","Accepted"
"1058",1058,"Black","Accepted"
"1059",1059,"Black","Accepted"
"1060",1060,"Black","Accepted"
"1061",1061,"Black","Accepted"
"1062",1062,"Black","Accepted"
"1063",1063,"Black","Accepted"
"1064",1064,"Black","Accepted"
"1065",1065,"Black","Accepted"
"1066",1066,"Black","Accepted"
"1067",1067,"Black","Accepted"
"1068",1068,"Black","Accepted"
"1069",1069,"Black","Accepted"
"1070",1070,"Black","Accepted"
"1071",1071,"Black","Accepted"
"1072",1072,"Black","Accepted"
"1073",1073,"Black","Accepted"
"1074",1074,"Black","Accepted"
"1075",1075,"Black","Accepted"
"1076",1076,"Black","Accepted"
"1077",1077,"Black","Accepted"
"1078",1078,"Black","Accepted"
"1079",1079,"Black","Accepted"
"1080",1080,"Black","Accepted"
"1081",1081,"Black","Accepted"
"1082",1082,"Black","Accepted"
"1083",1083,"Black","Accepted"
"1084",1084,"Black","Accepted"
"1085",1085,"Black","Accepted"
"1086",1086,"Black","Accepted"
"1087",1087,"Black","Accepted"
"1088",1088,"Black","Accepted"
"1089",1089,"Black","Accepted"
"1090",1090,"Black","Accepted"
"1091",1091,"Black","Accepted"
"1092",1092,"Black","Accepted"
"1093",1093,"Black","Accepted"
"1094",1094,"Black","Accepted"
"1095",1095,"Black","Accepted"
"1096",1096,"Black","Accepted"
"1097",1097,"Black","Accepted"
"1098",1098,"Black","Accepted"
"1099",1099,"Black","Accepted"
"1100",1100,"Black","Accepted"
"1101",1101,"Black","Accepted"
"1102",1102,"Black","Accepted"
"1103",1103,"Black","Accepted"
"1104",1104,"Black","Accepted"
"1105",1105,"Black","Accepted"
"1106",1106,"Black","Accepted"
"1107",1107,"Black","Accepted"
"1108",1108,"Black","Accepted"
"1109",1109,"Black","Accepted"
"1110",1110,"Black","Accepted"
"1111",1111,"Black","Accepted"
"1112",1112,"Black","Accepted"
"1113",1113,"Black","Accepted"
"1114",1114,"Black","Accepted"
"1115",1115,"Black","Accepted"
"1116",1116,"Black","Accepted"
"1117",1117,"Black","Accepted"
"1118",1118,"Black","Accepted"
"1119",1119,"Black","Accepted"
"1120",1120,"Black","Accepted"
"1121",1121,"Black","Accepted"
"1122",1122,"Black","Accepted"
"1123",1123,"Black","Accepted"
"1124",1124,"Black","Accepted"
"1125",1125,"Black","Accepted"
"1126",1126,"Black","Accepted"
"1127",1127,"Black","Accepted"
"1128",1128,"Black","Accepted"
"1129",1129,"Black","Accepted"
"1130",1130,"Black","Accepted"
"1131",1131,"Black","Accepted"
"1132",1132,"Black","Accepted"
"1133",1133,"Black","Accepted"
"1134",1134,"Black","Accepted"
"1135",1135,"Black","Accepted"
"1136",1136,"Black","Accepted"
"1137",1137,"Black","Accepted"
"1138",1138,"Black","Accepted"
"1139",1139,"Black","Accepted"
"1140",1140,"Black","Accepted"
"1141",1141,"Black","Accepted"
"1142",1142,"Black","Accepted"
"1143",1143,"Black","Accepted"
"1144",1144,"Black","Accepted"
"1145",1145,"Black","Accepted"
"1146",1146,"Black","Accepted"
"1147",1147,"Black","Accepted"
"1148",1148,"Black","Accepted"
"1149",1149,"Black","Accepted"
"1150",1150,"Black","Accepted"
"1151",1151,"Black","Accepted"
"1152",1152,"Black","Accepted"
"1153",1153,"Black","Accepted"
"1154",1154,"Black","Accepted"
"1155",1155,"Black","Accepted"
"1156",1156,"Black","Accepted"
"1157",1157,"Black","Accepted"
"1158",1158,"Black","Accepted"
"1159",1159,"Black","Accepted"
"1160",1160,"Black","Accepted"
"1161",1161,"Black","Accepted"
"1162",1162,"Black","Accepted"
"1163",1163,"Black","Accepted"
"1164",1164,"Black","Accepted"
"1165",1165,"Black","Accepted"
"1166",1166,"Black","Accepted"
"1167",1167,"Black","Accepted"
"1168",1168,"Black","Accepted"
"1169",1169,"Black","Accepted"
"1170",1170,"Black","Accepted"
"1171",1171,"Black","Accepted"
"1172",1172,"Black","Accepted"
"1173",1173,"Black","Accepted"
"1174",1174,"Black","Accepted"
"1175",1175,"Black","Accepted"
"1176",1176,"Black","Accepted"
"1177",1177,"Black","Accepted"
"1178",1178,"Black","Accepted"
"1179",1179,"Black","Accepted"
"1180",1180,"Black","Accepted"
"1181",1181,"Black","Accepted"
"1182",1182,"Black","Accepted"
"1183",1183,"Black","Accepted"
"1184",1184,"Black","Accepted"
"1185",1185,"Black","Accepted"
"1186",1186,"Black","Accepted"
"1187",1187,"Black","Accepted"
"1188",1188,"Black","Accepted"
"1189",1189,"Black","Accepted"
"1190",1190,"Black","Accepted"
"1191",1191,"Black","Accepted"
"1192",1192,"Black","Accepted"
"1193",1193,"Black","Accepted"
"1194",1194,"Black","Accepted"
"1195",1195,"Black","Accepted"
"1196",1196,"Black","Accepted"
"1197",1197,"Black","Accepted"
"1198",1198,"Black","Accepted"
"1199",1199,"Black","Accepted"
"1200",1200,"Black","Accepted"
"1201",1201,"Black","Accepted"
"1202",1202,"Black","Accepted"
"1203",1203,"Black","Accepted"
"1204",1204,"Black","Accepted"
"1205",1205,"Black","Accepted"
"1206",1206,"Black","Accepted"
"1207",1207,"Black","Accepted"
"1208",1208,"Black","Accepted"
"1209",1209,"Black","Accepted"
"1210",1210,"Black","Accepted"
"1211",1211,"Black","Accepted"
"1212",1212,"Black","Accepted"
"1213",1213,"Black","Accepted"
"1214",1214,"Black","Accepted"
"1215",1215,"Black","Accepted"
"1216",1216,"Black","Accepted"
"1217",1217,"Black","Accepted"
"1218",1218,"Black","Accepted"
"1219",1219,"Black","Accepted"
"1220",1220,"Black","Accepted"
"1221",1221,"Black","Accepted"
"1222",1222,"Black","Accepted"
"1223",1223,"Black","Accepted"
"1224",1224,"Black","Accepted"
"1225",1225,"Black","Accepted"
"1226",1226,"Black","Accepted"
"1227",1227,"Black","Accepted"
"1228",1228,"Black","Accepted"
"1229",1229,"Black","Accepted"
"1230",1230,"Black","Accepted"
"1231",1231,"Black","Accepted"
"1232",1232,"Black","Accepted"
"1233",1233,"Black","Accepted"
"1234",1234,"Black","Accepted"
"1235",1235,"Black","Accepted"
"1236",1236,"Black","Accepted"
"1237",1237,"Black","Accepted"
"1238",1238,"Black","Accepted"
"1239",1239,"Black","Accepted"
"1240",1240,"Black","Accepted"
"1241",1241,"Black","Accepted"
"1242",1242,"Black","Accepted"
"1243",1243,"Black","Accepted"
"1244",1244,"Black","Accepted"
"1245",1245,"Black","Accepted"
"1246",1246,"Black","Accepted"
"1247",1247,"Black","Accepted"
"1248",1248,"Black","Accepted"
"1249",1249,"Black","Accepted"
"1250",1250,"Black","Accepted"
"1251",1251,"Black","Accepted"
"1252",1252,"Black","Accepted"
"1253",1253,"Black","Accepted"
"1254",1254,"Black","Accepted"
"1255",1255,"Black","Accepted"
"1256",1256,"Black","Accepted"
"1257",1257,"Black","Accepted"
"1258",1258,"Black","Accepted"
"1259",1259,"Black","Accepted"
"1260",1260,"Black","Accepted"
"1261",1261,"Black","Accepted"
"1262",1262,"Black","Accepted"
"1263",1263,"Black","Accepted"
"1264",1264,"Black","Accepted"
"1265",1265,"Black","Accepted"
"1266",1266,"Black","Accepted"
"1267",1267,"Black","Accepted"
"1268",1268,"Black","Accepted"
"1269",1269,"Black","Accepted"
"1270",1270,"Black","Accepted"
"1271",1271,"Black","Accepted"
"1272",1272,"Black","Accepted"
"1273",1273,"Black","Accepted"
"1274",1274,"Black","Accepted"
"1275",1275,"Black","Accepted"
"1276",1276,"Black","Accepted"
"1277",1277,"Black","Accepted"
"1278",1278,"Black","Accepted"
"1279",1279,"Black","Accepted"
"1280",1280,"Black","Accepted"
"1281",1281,"Black","Accepted"
"1282",1282,"Black","Accepted"
"1283",1283,"Black","Accepted"
"1284",1284,"Black","Accepted"
"1285",1285,"Black","Accepted"
"1286",1286,"Black","Accepted"
"1287",1287,"Black","Accepted"
"1288",1288,"Black","Accepted"
"1289",1289,"Black","Accepted"
"1290",1290,"Black","Accepted"
"1291",1291,"Black","Accepted"
"1292",1292,"Black","Accepted"
"1293",1293,"Black","Accepted"
"1294",1294,"Black","Accepted"
"1295",1295,"Black","Accepted"
"1296",1296,"Black","Accepted"
"1297",1297,"Black","Accepted"
"1298",1298,"Black","Accepted"
"1299",1299,"Black","Accepted"
"1300",1300,"Black","Accepted"
"1301",1301,"Black","Accepted"
"1302",1302,"Black","Accepted"
"1303",1303,"Black","Accepted"
"1304",1304,"Black","Accepted"
"1305",1305,"Black","Accepted"
"1306",1306,"Black","Accepted"
"1307",1307,"Black","Accepted"
"1308",1308,"Black","Accepted"
"1309",1309,"Black","Accepted"
"1310",1310,"Black","Accepted"
"1311",1311,"Black","Accepted"
"1312",1312,"Black","Accepted"
"1313",1313,"Black","Accepted"
"1314",1314,"Black","Accepted"
"1315",1315,"Black","Accepted"
"1316",1316,"Black","Accepted"
"1317",1317,"Black","Accepted"
"1318",1318,"Black","Accepted"
"1319",1319,"Black","Accepted"
"1320",1320,"Black","Accepted"
"1321",1321,"Black","Accepted"
"1322",1322,"Black","Accepted"
"1323",1323,"Black","Accepted"
"1324",1324,"Black","Accepted"
"1325",1325,"Black","Accepted"
"1326",1326,"Black","Accepted"
"1327",1327,"Black","Accepted"
"1328",1328,"Black","Accepted"
"1329",1329,"Black","Accepted"
"1330",1330,"Black","Accepted"
"1331",1331,"Black","Accepted"
"1332",1332,"Black","Accepted"
"1333",1333,"Black","Accepted"
"1334",1334,"Black","Accepted"
"1335",1335,"Black","Accepted"
"1336",1336,"Black","Accepted"
"1337",1337,"Black","Accepted"
"1338",1338,"Black","Accepted"
"1339",1339,"Black","Accepted"
"1340",1340,"Black","Accepted"
"1341",1341,"Black","Accepted"
"1342",1342,"Black","Accepted"
"1343",1343,"Black","Accepted"
"1344",1344,"Black","Accepted"
"1345",1345,"Black","Accepted"
"1346",1346,"Black","Accepted"
"1347",1347,"Black","Accepted"
"1348",1348,"Black","Accepted"
"1349",1349,"Black","Accepted"
"1350",1350,"Black","Accepted"
"1351",1351,"Black","Accepted"
"1352",1352,"Black","Accepted"
"1353",1353,"Black","Accepted"
"1354",1354,"Black","Accepted"
"1355",1355,"Black","Accepted"
"1356",1356,"Black","Accepted"
"1357",1357,"Black","Accepted"
"1358",1358,"Black","Accepted"
"1359",1359,"Black","Accepted"
"1360",1360,"Black","Accepted"
"1361",1361,"Black","Accepted"
"1362",1362,"Black","Accepted"
"1363",1363,"Black","Accepted"
"1364",1364,"Black","Accepted"
"1365",1365,"Black","Accepted"
"1366",1366,"Black","Accepted"
"1367",1367,"Black","Accepted"
"1368",1368,"Black","Accepted"
"1369",1369,"Black","Accepted"
"1370",1370,"Black","Accepted"
"1371",1371,"Black","Accepted"
"1372",1372,"Black","Accepted"
"1373",1373,"Black","Accepted"
"1374",1374,"Black","Accepted"
"1375",1375,"Black","Accepted"
"1376",1376,"Black","Accepted"
"1377",1377,"Black","Accepted"
"1378",1378,"Black","Accepted"
"1379",1379,"Black","Accepted"
"1380",1380,"Black","Accepted"
"1381",1381,"Black","Accepted"
"1382",1382,"Black","Accepted"
"1383",1383,"Black","Accepted"
"1384",1384,"Black","Accepted"
"1385",1385,"Black","Accepted"
"1386",1386,"Black","Accepted"
"1387",1387,"Black","Accepted"
"1388",1388,"Black","Accepted"
"1389",1389,"Black","Accepted"
"1390",1390,"Black","Accepted"
"1391",1391,"Black","Accepted"
"1392",1392,"Black","Accepted"
"1393",1393,"Black","Accepted"
"1394",1394,"Black","Accepted"
"1395",1395,"Black","Accepted"
"1396",1396,"Black","Accepted"
"1397",1397,"Black","Accepted"
"1398",1398,"Black","Accepted"
"1399",1399,"Black","Accepted"
"1400",1400,"Black","Accepted"
"1401",1401,"Black","Accepted"
"1402",1402,"Black","Accepted"
"1403",1403,"Black","Accepted"
"1404",1404,"Black","Accepted"
"1405",1405,"Black","Accepted"
"1406",1406,"Black","Accepted"
"1407",1407,"Black","Accepted"
"1408",1408,"Black","Accepted"
"1409",1409,"Black","Accepted"
"1410",1410,"Black","Accepted"
"1411",1411,"Black","Accepted"
"1412",1412,"Black","Accepted"
"1413",1413,"Black","Accepted"
"1414",1414,"Black","Accepted"
"1415",1415,"Black","Accepted"
"1416",1416,"Black","Accepted"
"1417",1417,"Black","Accepted"
"1418",1418,"Black","Accepted"
"1419",1419,"Black","Accepted"
"1420",1420,"Black","Accepted"
"1421",1421,"Black","Accepted"
"1422",1422,"Black","Accepted"
"1423",1423,"Black","Accepted"
"1424",1424,"Black","Accepted"
"1425",1425,"Black","Accepted"
"1426",1426,"Black","Accepted"
"1427",1427,"Black","Accepted"
"1428",1428,"Black","Accepted"
"1429",1429,"Black","Accepted"
"1430",1430,"Black","Accepted"
"1431",1431,"Black","Accepted"
"1432",1432,"Black","Accepted"
"1433",1433,"Black","Accepted"
"1434",1434,"Black","Accepted"
"1435",1435,"Black","Accepted"
"1436",1436,"Black","Accepted"
"1437",1437,"Black","Accepted"
"1438",1438,"Black","Accepted"
"1439",1439,"Black","Accepted"
"1440",1440,"Black","Accepted"
"1441",1441,"Black","Accepted"
"1442",1442,"Black","Accepted"
"1443",1443,"Black","Accepted"
"1444",1444,"Black","Accepted"
"1445",1445,"Black","Accepted"
"1446",1446,"Black","Accepted"
"1447",1447,"Black","Accepted"
"1448",1448,"Black","Accepted"
"1449",1449,"Black","Accepted"
"1450",1450,"Black","Accepted"
"1451",1451,"Black","Accepted"
"1452",1452,"Black","Accepted"
"1453",1453,"Black","Accepted"
"1454",1454,"Black","Accepted"
"1455",1455,"Black","Accepted"
"1456",1456,"Black","Accepted"
"1457",1457,"Black","Accepted"
"1458",1458,"Black","Accepted"
"1459",1459,"Black","Accepted"
"1460",1460,"Black","Accepted"
"1461",1461,"Black","Accepted"
"1462",1462,"Black","Accepted"
"1463",1463,"Black","Accepted"
"1464",1464,"Black","Accepted"
"1465",1465,"Black","Accepted"
"1466",1466,"Black","Accepted"
"1467",1467,"Black","Accepted"
"1468",1468,"Black","Accepted"
"1469",1469,"Black","Accepted"
"1470",1470,"Black","Accepted"
"1471",1471,"Black","Accepted"
"1472",1472,"Black","Accepted"
"1473",1473,"Black","Accepted"
"1474",1474,"Black","Accepted"
"1475",1475,"Black","Accepted"
"1476",1476,"Black","Accepted"
"1477",1477,"Black","Accepted"
"1478",1478,"Black","Accepted"
"1479",1479,"Black","Accepted"
"1480",1480,"Black","Accepted"
"1481",1481,"Black","Accepted"
"1482",1482,"Black","Accepted"
"1483",1483,"Black","Accepted"
"1484",1484,"Black","Accepted"
"1485",1485,"Black","Accepted"
"1486",1486,"Black","Accepted"
"1487",1487,"Black","Accepted"
"1488",1488,"Black","Accepted"
"1489",1489,"Black","Accepted"
"1490",1490,"Black","Accepted"
"1491",1491,"Black","Accepted"
"1492",1492,"Black","Accepted"
"1493",1493,"Black","Accepted"
"1494",1494,"Black","Accepted"
"1495",1495,"Black","Accepted"
"1496",1496,"Black","Accepted"
"1497",1497,"Black","Accepted"
"1498",1498,"Black","Accepted"
"1499",1499,"Black","Accepted"
"1500",1500,"Black","Accepted"
"1501",1501,"Black","Accepted"
"1502",1502,"Black","Accepted"
"1503",1503,"Black","Accepted"
"1504",1504,"Black","Accepted"
"1505",1505,"Black","Accepted"
"1506",1506,"Black","Accepted"
"1507",1507,"Black","Accepted"
"1508",1508,"Black","Accepted"
"1509",1509,"Black","Accepted"
"1510",1510,"Black","Accepted"
"1511",1511,"Black","Accepted"
"1512",1512,"Black","Accepted"
"1513",1513,"Black","Accepted"
"1514",1514,"Black","Accepted"
"1515",1515,"Black","Accepted"
"1516",1516,"Black","Accepted"
"1517",1517,"Black","Accepted"
"1518",1518,"Black","Accepted"
"1519",1519,"Black","Accepted"
"1520",1520,"Black","Accepted"
"1521",1521,"Black","Accepted"
"1522",1522,"Black","Accepted"
"1523",1523,"Black","Accepted"
